cluster
1,1
10,1
100,2
101,1
11,1
12,2
13,1
14,2
15,2
16,2
17,2
18,2
19,1
2,2
20,2
21,2
22,1
23,1
24,1
25,2
26,2
27,2
28,1
29,2
3,2
30,2
31,1
32,2
33,2
34,1
35,2
36,1
37,1
38,2
39,2
4,2
40,2
41,1
42,1
43,1
44,2
45,1
46,1
47,1
48,2
49,1
5,1
50,2
51,1
52,1
53,2
54,1
55,2
56,2
57,1
58,2
59,2
6,2
60,1
61,2
62,2
63,2
64,2
65,1
66,1
67,1
68,2
69,1
7,2
70,2
71,2
72,2
73,2
74,1
75,1
76,2
77,2
78,2
79,1
8,2
80,1
81,2
82,1
83,2
84,1
85,1
86,1
87,2
88,1
89,1
9,2
90,1
91,1
92,1
93,2
94,1
95,2
96,2
97,2
98,2
99,1
